barcode28Ωcontig_1_712	UniRef100_G4NWW5~K15662	32.2	4981	2918	120	1069	5696	202	5075	0.0	2339
barcode28Ωcontig_9_577	UniRef100_I2C5F0~K13614	98.7	5434	70	1	1	5433	1	5434	0.0	10577
barcode28Ωcontig_9_255	UniRef100_I2C654~K15662	99.1	5363	46	0	1	5363	1	5363	0.0	10516
barcode28Ωcontig_26_163	UniRef100_A0A1D9FM75~K13614	36.5	5226	2636	111	482	5150	300	5398	0.0	2940
barcode28Ωcontig_9_580	UniRef100_I2C5E8~K13612	98.7	4472	54	2	1	4472	1	4470	0.0	8717
barcode28Ωcontig_4_214	UniRef100_A0A0C5PRK7~K13614	33.4	4194	2346	91	10	4043	28	3932	0.0	2028
barcode28Ωcontig_9_256	UniRef100_I2C655~K15661	99.2	3982	30	0	1	3982	1	3982	0.0	7838
barcode37Ωcontig_1_1115	UniRef100_A0A0E1JGT4~K20276	96.7	3807	127	0	1	3807	1	3807	0.0	6654
barcode18Ωcontig_1_869	UniRef100_A0A0E1JGT4~K20276	99.4	3807	21	0	1	3807	1	3807	0.0	6816
barcode28Ωcontig_1_711	UniRef100_A0A0D3VIM9~K15667	38.3	3484	1979	61	10	3355	167	3616	0.0	2236
barcode26Ωcontig_1_4230	UniRef100_D3H2F8~K13735	86.8	3806	404	1	1	3709	1	3806	0.0	5970
barcode22Ωcontig_1_95	UniRef100_D3H2F8~K13735	86.8	3806	404	1	1	3709	1	3806	0.0	5970
barcode20Ωcontig_1_2537	UniRef100_A0A060PNH9~K15654	98.5	3587	53	0	1	3587	1	3587	0.0	6934
barcode28Ωcontig_3_313	UniRef100_Q70KJ7~K15654	98.7	3584	46	0	1	3584	1	3584	0.0	6980
barcode20Ωcontig_1_2538	UniRef100_A0A060PP30~K15655	98.6	3583	50	1	1	3582	1	3583	0.0	6920
barcode30Ωcontig_11_4	UniRef100_A0A2G8ZBT3~K13735	100	3418	0	0	1	3418	1	3418	0.0	6203
barcode36Ωcontig_1_419	UniRef100_A0A2G8ZBT3~K13735	90.4	3418	328	0	1	3418	1	3418	0.0	5639
barcode34Ωcontig_1_1502	UniRef100_A0A2G8ZBT3~K13735	90.4	3418	328	0	1	3418	1	3418	0.0	5639
barcode31Ωcontig_1_3106	UniRef100_E3PBG5~K04786	99.8	3160	5	0	4	3163	1	3160	0.0	6297
barcode24Ωcontig_1_3615	UniRef100_A0A066T834~K04786	100	3163	0	0	1	3163	1	3163	0.0	6311
barcode33Ωcontig_1_637	UniRef100_D3GYJ4~K04786	99.9	3163	4	0	1	3163	1	3163	0.0	6303
barcode27Ωcontig_1_2627	UniRef100_D3GYJ4~K04786	99.9	3163	4	0	1	3163	1	3163	0.0	6303
barcode23Ωcontig_1_3220	UniRef100_A0A0C7K7W3~K04786	100.0	3163	1	0	1	3163	1	3163	0.0	6307
barcode25Ωcontig_1_2822	UniRef100_A0A066T834~K04786	100	3163	0	0	1	3163	1	3163	0.0	6311
barcode37Ωcontig_6_2120	UniRef100_A0A066T834~K04786	99.6	3163	12	0	1	3163	1	3163	0.0	6288
barcode36Ωcontig_1_3266	UniRef100_A0A066T834~K04786	99.6	3163	13	0	1	3163	1	3163	0.0	6287
barcode34Ωcontig_1_3233	UniRef100_A0A066T834~K04786	99.6	3163	13	0	1	3163	1	3163	0.0	6287
barcode21Ωcontig_2_2423	UniRef100_A0A066T834~K04786	100	3163	0	0	1	3163	1	3163	0.0	6311
barcode28Ωcontig_4_211	UniRef100_A0A089LBI9~K13614	32.4	3000	1759	72	42	2845	11	2938	0.0	1339
barcode24Ωcontig_1_4293	UniRef100_A0A228VWL7~K12516	100	2838	0	0	1	2838	1	2838	0.0	2388
barcode25Ωcontig_1_2215	UniRef100_A0A228VWL7~K12516	99.8	2838	6	0	1	2838	1	2838	0.0	2375
barcode21Ωcontig_2_1816	UniRef100_A0A228VWL7~K12516	99.8	2838	6	0	1	2838	1	2838	0.0	2375
barcode28Ωcontig_26_168	UniRef100_A0A0C5Q128~K13614	49.4	2264	1044	21	482	2653	59	2313	0.0	2091
barcode22Ωcontig_1_3031	UniRef100_A0A2D0DZ73~K13735	99.2	2669	22	0	1	2669	1	2669	0.0	4966
barcode28Ωcontig_9_254	UniRef100_Q70K00~K15663	98.2	2619	48	0	1	2619	1	2619	0.0	5109
barcode28Ωcontig_26_162	UniRef100_A0A1L5LRU2~K13612	33.6	2639	1140	59	9	2506	7	2172	0.0	1197
barcode28Ωcontig_3_314	UniRef100_A0A0H3E1N5~K15666	39.1	2448	1395	39	1	2398	1	2403	0.0	1622
barcode28Ωcontig_9_576	UniRef100_I2C5F1~K13615	98.5	2485	38	0	1	2485	1	2485	0.0	4850
barcode28Ωcontig_4_207	UniRef100_I2C7E3~K13611	37.0	2103	1092	42	401	2448	1	1925	0.0	1224
barcode20Ωcontig_1_1123	UniRef100_D4G0T9~K04780	99.2	2378	20	0	1	2378	1	2378	0.0	4661
barcode28Ωcontig_1_356	UniRef100_I2C9N5~K04780	98.9	2375	25	0	1	2375	1	2375	0.0	4649
barcode28Ωcontig_4_210	UniRef100_I2C7E3~K13611	39.5	1998	1060	41	400	2323	3	1926	0.0	1320
barcode28Ωcontig_9_581	UniRef100_I2C5E7~K13611	98.7	1877	24	0	450	2326	1	1877	0.0	3635
barcode32Ωcontig_1_1700	UniRef100_A7ZNE6~K13735	98.3	2294	39	0	1	2294	3	2296	0.0	4266
barcode26Ωcontig_1_1871	UniRef100_A0A0H2YYV3~K12516	63.5	2377	607	30	1	2163	1	2330	0.0	1184
barcode22Ωcontig_1_2407	UniRef100_A0A0H2YYV3~K12516	63.5	2377	607	30	1	2163	1	2330	0.0	1184
barcode35Ωcontig_4_4040	UniRef100_A0A0F6F883~K13735	96.0	2139	85	0	1	2139	531	2669	0.0	3809
barcode37Ωcontig_6_109	UniRef100_D3QM98~K06877	33.2	2198	1235	64	5	2088	7	2084	3.02e-300	937
barcode26Ωcontig_1_412	UniRef100_A0A229ALC7~K06877	99.3	2113	15	0	1	2113	1	2113	0.0	4229
barcode26Ωcontig_1_409	UniRef100_A0A229ALJ3~K06877	99.5	2104	10	0	1	2104	1	2104	0.0	4134
barcode31Ωcontig_1_3105	UniRef100_A0A2G8YI57~K04784	99.9	2035	2	0	1	2035	1	2035	0.0	4128
barcode24Ωcontig_1_3616	UniRef100_A0A066T8B6~K04784	100	2035	0	0	1	2035	1	2035	0.0	4134
barcode33Ωcontig_1_638	UniRef100_A0A2G8YI57~K04784	99.7	2035	7	0	1	2035	1	2035	0.0	4117
barcode27Ωcontig_1_2626	UniRef100_A0A2G8YI57~K04784	99.7	2035	7	0	1	2035	1	2035	0.0	4117
barcode23Ωcontig_1_3219	UniRef100_A0A292BKR6~K04784	100	2035	0	0	1	2035	1	2035	0.0	4132
barcode25Ωcontig_1_2821	UniRef100_A0A066T8B6~K04784	100	2035	0	0	1	2035	1	2035	0.0	4134
barcode37Ωcontig_6_2119	UniRef100_B7L8Z8~K04784	99.8	2035	5	0	1	2035	7	2041	0.0	4116
barcode36Ωcontig_1_3265	UniRef100_B7L8Z8~K04784	99.8	2035	5	0	1	2035	7	2041	0.0	4118
barcode34Ωcontig_1_3234	UniRef100_B7L8Z8~K04784	99.8	2035	5	0	1	2035	7	2041	0.0	4118
barcode21Ωcontig_2_2422	UniRef100_A0A066T8B6~K04784	100	2035	0	0	1	2035	1	2035	0.0	4134
barcode36Ωcontig_1_2644	UniRef100_A0A148HK04~K12516	57.5	2044	745	26	1	2026	1	1939	0.0	1405
barcode34Ωcontig_1_3857	UniRef100_A0A148HK04~K12516	57.5	2044	745	26	1	2026	1	1939	0.0	1405
barcode35Ωcontig_4_197	UniRef100_A0A0H2YYV3~K12516	60.7	2334	524	15	1	1982	39	2330	0.0	1516
barcode23Ωcontig_1_2643	UniRef100_A0A0H2YYV3~K12516	60.7	2334	524	15	1	1982	39	2330	0.0	1516
barcode29Ωcontig_1_1477	UniRef100_A0A0H2YYV3~K12516	60.7	2334	524	15	1	1982	39	2330	0.0	1516
barcode28Ωcontig_26_164	UniRef100_A0A2D3DQ84~K13613	100	1908	0	0	1	1908	1	1908	0.0	3824
barcode26Ωcontig_1_4159	UniRef100_D3H1N8~K21449	94.9	1821	15	1	1	1821	1	1743	0.0	2286
barcode38Ωcontig_2_2411	UniRef100_A0A2G9ALW3~K12678	99.7	1806	6	0	1	1806	1	1806	0.0	3252
barcode39Ωcontig_1_1038	UniRef100_A0A2G9ALW3~K12678	99.7	1806	6	0	1	1806	1	1806	0.0	3252
barcode35Ωcontig_4_85	UniRef100_A0A2G9ALW3~K12678	98.7	1806	24	0	1	1806	1	1806	0.0	3218
barcode33Ωcontig_1_1170	UniRef100_A0A2G9ALW3~K12678	98.5	1806	27	0	1	1806	1	1806	0.0	3211
barcode30Ωcontig_2_3386	UniRef100_A0A2G9ALW3~K12678	99.7	1806	6	0	1	1806	1	1806	0.0	3252
barcode26Ωcontig_1_1986	UniRef100_B7N4T5~K12678	98.1	1806	34	0	1	1806	1	1806	0.0	3203
barcode32Ωcontig_1_1208	UniRef100_A0A2G9ALW3~K12678	99.2	1806	15	0	1	1806	1	1806	0.0	3240
barcode22Ωcontig_1_2524	UniRef100_B7N4T5~K12678	98.0	1806	37	0	1	1806	1	1806	0.0	3199
barcode34Ωcontig_1_3729	UniRef100_B7N4T5~K12678	98.2	1806	33	0	1	1806	1	1806	0.0	3192
barcode38Ωcontig_2_3946	UniRef100_A0A0S2TIM4~K03466	76.4	1796	411	4	1	1796	1	1783	0.0	2678
barcode39Ωcontig_1_2572	UniRef100_A0A0S2TIM4~K03466	76.4	1796	411	4	1	1796	1	1783	0.0	2678
barcode30Ωcontig_2_638	UniRef100_A0A0S2TIM4~K03466	76.4	1796	411	4	1	1796	1	1783	0.0	2678
barcode36Ωcontig_1_345	UniRef100_D3H1N8~K21449	97.3	1754	35	4	1	1753	1	1743	0.0	2244
barcode34Ωcontig_1_1578	UniRef100_D3H1N8~K21449	97.3	1754	35	4	1	1753	1	1743	0.0	2244
barcode30Ωcontig_12_3	UniRef100_D3H1N8~K21449	97.7	1725	39	0	1	1725	1	1725	0.0	2254
barcode22Ωcontig_1_13	UniRef100_D3H1N8~K21449	97.6	1745	40	1	1	1745	1	1743	0.0	2273
barcode28Ωcontig_10_2	UniRef100_H6NAX3~K15654	42.0	1720	953	23	1	1700	299	1993	0.0	1223
barcode31Ωcontig_1_347	UniRef100_D3H1N8~K21449	70.9	1769	393	19	1	1674	1	1743	0.0	1446
barcode38Ωcontig_2_1441	UniRef100_A7ZPW3~K06894	99.6	1653	7	0	1	1653	1	1653	0.0	3268
barcode39Ωcontig_1_69	UniRef100_A7ZPW3~K06894	99.6	1653	7	0	1	1653	1	1653	0.0	3268
barcode31Ωcontig_1_3668	UniRef100_A0A236HIA5~K06894	99.7	1653	5	0	1	1653	1	1653	0.0	3261
barcode35Ωcontig_4_3522	UniRef100_A7ZPW3~K06894	99.6	1653	6	0	1	1653	1	1653	0.0	3270
barcode24Ωcontig_1_3078	UniRef100_A0A061YEE7~K06894	100	1653	0	0	1	1653	1	1653	0.0	3274
barcode33Ωcontig_1_69	UniRef100_A7ZPW3~K06894	99.6	1653	7	0	1	1653	1	1653	0.0	3266
barcode30Ωcontig_2_2412	UniRef100_A7ZPW3~K06894	99.6	1653	7	0	1	1653	1	1653	0.0	3268
barcode26Ωcontig_1_3100	UniRef100_C8U839~K06894	98.9	1653	19	0	1	1653	1	1653	0.0	3241
barcode27Ωcontig_1_3169	UniRef100_A7ZPW3~K06894	99.6	1653	6	0	1	1653	1	1653	0.0	3268
barcode23Ωcontig_1_3780	UniRef100_P76578~K06894	100	1653	0	0	1	1653	1	1653	0.0	3269
barcode25Ωcontig_1_3362	UniRef100_A0A061YEE7~K06894	100	1653	0	0	1	1653	1	1653	0.0	3274
barcode22Ωcontig_1_3621	UniRef100_C8U839~K06894	98.9	1653	18	0	1	1653	1	1653	0.0	3244
barcode29Ωcontig_1_2619	UniRef100_P76578~K06894	100	1653	0	0	1	1653	1	1653	0.0	3269
barcode21Ωcontig_2_2963	UniRef100_A0A061YEE7~K06894	100	1653	0	0	1	1653	1	1653	0.0	3274
barcode32Ωcontig_1_2300	UniRef100_C8UE88~K06894	99.4	1653	9	1	1	1652	1	1653	0.0	3256
barcode37Ωcontig_6_2669	UniRef100_A0A229ACL7~K06894	98.9	1652	18	0	1	1652	1	1652	0.0	3243
barcode36Ωcontig_1_3855	UniRef100_A0A229ACL7~K06894	98.9	1652	18	0	1	1652	1	1652	0.0	3243
barcode34Ωcontig_1_2644	UniRef100_A0A229ACL7~K06894	98.9	1652	18	0	1	1652	1	1652	0.0	3243
barcode37Ωcontig_1_1295	UniRef100_A0A0K0I5D3~K06894	100	1650	0	0	1	1650	1	1650	0.0	3257
barcode18Ωcontig_1_1093	UniRef100_A0A0E1JER4~K06894	98.6	1650	23	0	1	1650	1	1650	0.0	3216
barcode38Ωcontig_2_383	UniRef100_A0A2A2C8R3~K21449	99.6	1616	6	0	1	1616	1	1616	0.0	2015
barcode39Ωcontig_1_3288	UniRef100_A0A2A2C8R3~K21449	99.6	1616	6	0	1	1616	1	1616	0.0	2015
barcode33Ωcontig_1_3493	UniRef100_A0A2A2C8R3~K21449	99.1	1616	15	0	1	1616	1	1616	0.0	1991
barcode30Ωcontig_2_1354	UniRef100_A0A2A2C8R3~K21449	99.6	1616	6	0	1	1616	1	1616	0.0	2015
barcode27Ωcontig_1_4305	UniRef100_A0A2A2C8R3~K21449	99.1	1616	15	0	1	1616	1	1616	0.0	1991
barcode32Ωcontig_1_3392	UniRef100_I2UBR2~K21449	99.9	1616	1	0	1	1616	1	1616	0.0	2009
barcode28Ωcontig_9_292	UniRef100_A0A1Y0IK26~K15655	36.0	1500	911	26	2	1477	48	1522	1.51e-267	818
barcode38Ωcontig_2_2295	UniRef100_A0A1V0MTD3~K03724	99.9	1538	2	0	1	1538	1	1538	0.0	2981
barcode39Ωcontig_1_922	UniRef100_A0A1V0MTD3~K03724	99.9	1538	2	0	1	1538	1	1538	0.0	2981
barcode31Ωcontig_1_2780	UniRef100_A0A1V0MTD3~K03724	99.9	1538	2	0	1	1538	1	1538	0.0	2978
barcode35Ωcontig_4_4360	UniRef100_P30015~K03724	100	1538	0	0	1	1538	1	1538	0.0	2986
barcode30Ωcontig_2_3270	UniRef100_A0A1V0MTD3~K03724	99.9	1538	2	0	1	1538	1	1538	0.0	2981
barcode26Ωcontig_1_2158	UniRef100_A0A148HAX3~K03724	99.0	1538	16	0	1	1538	1	1538	0.0	2900
barcode27Ωcontig_1_2270	UniRef100_A0A1V0MTD3~K03724	99.8	1538	3	0	1	1538	1	1538	0.0	2980
barcode23Ωcontig_1_2866	UniRef100_P30015~K03724	99.9	1538	1	0	1	1538	1	1538	0.0	2983
barcode32Ωcontig_1_1376	UniRef100_A0A136WY91~K03724	99.7	1538	4	0	1	1538	1	1538	0.0	2981
