contig_22	UniRef90_A0A1M0D4P5	99.5	398	4.57e-268	804	UniRef90_A0A1M0D4P5 Putative Altronate dehydratase n=110 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A1M0D4P5_ECOLX
contig_13	UniRef90_A0A151Z2F0	91.5	601	0.0	1041	UniRef90_A0A151Z2F0 Uncharacterized protein n=145 Tax=cellular organisms TaxID=131567 RepID=A0A151Z2F0_TIELA
contig_48	UniRef90_P05791	98.4	615	0.0	1191	UniRef90_P05791 Dihydroxy-acid dehydratase n=3672 Tax=cellular organisms TaxID=131567 RepID=ILVD_ECOLI
contig_43	UniRef90_U4UR98	63.2	1060	0.0	1197	UniRef90_U4UR98 ATP synthase subunit beta n=2 Tax=cellular organisms TaxID=131567 RepID=U4UR98_DENPD
contig_60	UniRef90_A0A376D8C2	99.3	441	3.14e-308	882	UniRef90_A0A376D8C2 Zinc finger SWIM domain-containing protein n=3 Tax=Enterobacteriaceae TaxID=543 RepID=A0A376D8C2_ECOLX
contig_6	UniRef90_A0A376J3L8	89.8	266	1.87e-136	416	UniRef90_A0A376J3L8 Putative replication protein from phage (Modular protein) n=2 Tax=Escherichia coli TaxID=562 RepID=A0A376J3L8_ECOLX
contig_64	UniRef90_A0A7W4LWV9	99.1	804	0.0	1538	UniRef90_A0A7W4LWV9 Phenylalanine--tRNA ligase beta subunit n=183 Tax=Bacilli TaxID=91061 RepID=A0A7W4LWV9_BACVE
contig_11	UniRef90_A0A376HUN1	99.7	604	0.0	1152	UniRef90_A0A376HUN1 histidine kinase n=499 Tax=Pseudomonadati TaxID=3379134 RepID=A0A376HUN1_ECOLX
contig_52	UniRef90_A0A2U2H1Y1	95.2	357	1.15e-226	688	UniRef90_A0A2U2H1Y1 Protein RecA n=304 Tax=root TaxID=1 RepID=A0A2U2H1Y1_YERPE
contig_47	UniRef90_P03004	99.8	467	1.15e-305	914	UniRef90_P03004 Chromosomal replication initiator protein DnaA n=1634 Tax=Bacteria TaxID=2 RepID=DNAA_ECOLI
contig_4	UniRef90_A0A7W4LSW6	99.0	4085	0.0	8087	UniRef90_A0A7W4LSW6 Polyketide synthase PksJ n=67 Tax=Bacillus TaxID=1386 RepID=A0A7W4LSW6_BACVE
contig_30	UniRef90_A0AA36KX61	99.8	648	0.0	1124	UniRef90_A0AA36KX61 AIDA-I type autotransporter protein n=1683 Tax=Gammaproteobacteria TaxID=1236 RepID=A0AA36KX61_ECOLX
